sra,sample_id,species,family,tissue,stress,bioproject
SRR8661638,M_acuminata_063,M_acuminata,Musaceae,root,biotic, PRJNA524268
SRR8661639,M_acuminata_063,M_acuminata,Musaceae,root,biotic, PRJNA524268
SRR8661641,M_acuminata_063,M_acuminata,Musaceae,root,biotic, PRJNA524268
SRR8661640,M_acuminata_064,M_acuminata,Musaceae,root,biotic, PRJNA524268
SRR8661642,M_acuminata_064,M_acuminata,Musaceae,root,biotic, PRJNA524268
SRR8661643,M_acuminata_064,M_acuminata,Musaceae,root,biotic, PRJNA524268
SRR12223529,M_baccata_001,M_baccata,Rosaceae,root,healthy, PRJNA645374
SRR12223530,M_baccata_001,M_baccata,Rosaceae,root,healthy, PRJNA645374
SRR12223531,M_baccata_001,M_baccata,Rosaceae,root,healthy, PRJNA645374
SRR12223525,M_baccata_002,M_baccata,Rosaceae,root,salt, PRJNA645374
SRR12223526,M_baccata_002,M_baccata,Rosaceae,root,salt, PRJNA645374
SRR12223527,M_baccata_002,M_baccata,Rosaceae,root,salt, PRJNA645374
SRR12223522,M_baccata_003,M_baccata,Rosaceae,root,salt, PRJNA645374
SRR12223523,M_baccata_003,M_baccata,Rosaceae,root,salt, PRJNA645374
SRR12223524,M_baccata_003,M_baccata,Rosaceae,root,salt, PRJNA645374
SRR12223519,M_baccata_004,M_baccata,Rosaceae,root,salt, PRJNA645374
SRR12223520,M_baccata_004,M_baccata,Rosaceae,root,salt, PRJNA645374
SRR12223521,M_baccata_004,M_baccata,Rosaceae,root,salt, PRJNA645374
SRR3744950,M_domestica_001,M_domestica,Rosaceae,root,other, PRJNA327898
SRR3744951,M_domestica_001,M_domestica,Rosaceae,root,other, PRJNA327898
SRR3744952,M_domestica_002,M_domestica,Rosaceae,root,healthy, PRJNA327898
SRR3744953,M_domestica_002,M_domestica,Rosaceae,root,healthy, PRJNA327898
SRR3629818,M_esculenta_001,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA324539
SRR3629835,M_esculenta_001,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA324539
SRR3629853,M_esculenta_001,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA324539
SRR3629819,M_esculenta_002,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA324539
SRR3629837,M_esculenta_002,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA324539
SRR3629854,M_esculenta_002,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA324539
SRR3629821,M_esculenta_003,M_esculenta,Euphorbiaceae,other,healthy, PRJNA324539
SRR3629838,M_esculenta_003,M_esculenta,Euphorbiaceae,other,healthy, PRJNA324539
SRR3629856,M_esculenta_003,M_esculenta,Euphorbiaceae,other,healthy, PRJNA324539
SRR3629822,M_esculenta_004,M_esculenta,Euphorbiaceae,other,healthy, PRJNA324539
SRR3629840,M_esculenta_004,M_esculenta,Euphorbiaceae,other,healthy, PRJNA324539
SRR3629858,M_esculenta_004,M_esculenta,Euphorbiaceae,other,healthy, PRJNA324539
SRR3629824,M_esculenta_005,M_esculenta,Euphorbiaceae,stem,healthy, PRJNA324539
SRR3629842,M_esculenta_005,M_esculenta,Euphorbiaceae,stem,healthy, PRJNA324539
SRR3629859,M_esculenta_005,M_esculenta,Euphorbiaceae,stem,healthy, PRJNA324539
SRR3629825,M_esculenta_006,M_esculenta,Euphorbiaceae,root,healthy, PRJNA324539
SRR3629843,M_esculenta_006,M_esculenta,Euphorbiaceae,root,healthy, PRJNA324539
SRR3629827,M_esculenta_007,M_esculenta,Euphorbiaceae,root,healthy, PRJNA324539
SRR3629845,M_esculenta_007,M_esculenta,Euphorbiaceae,root,healthy, PRJNA324539
SRR3629861,M_esculenta_007,M_esculenta,Euphorbiaceae,root,healthy, PRJNA324539
SRR3629829,M_esculenta_008,M_esculenta,Euphorbiaceae,other,healthy, PRJNA324539
SRR3629847,M_esculenta_008,M_esculenta,Euphorbiaceae,other,healthy, PRJNA324539
SRR3629862,M_esculenta_008,M_esculenta,Euphorbiaceae,other,healthy, PRJNA324539
SRR3629830,M_esculenta_009,M_esculenta,Euphorbiaceae,other,healthy, PRJNA324539
SRR3629848,M_esculenta_009,M_esculenta,Euphorbiaceae,other,healthy, PRJNA324539
SRR3629864,M_esculenta_009,M_esculenta,Euphorbiaceae,other,healthy, PRJNA324539
SRR3629832,M_esculenta_010,M_esculenta,Euphorbiaceae,stem,healthy, PRJNA324539
SRR3629850,M_esculenta_010,M_esculenta,Euphorbiaceae,stem,healthy, PRJNA324539
SRR3629865,M_esculenta_010,M_esculenta,Euphorbiaceae,stem,healthy, PRJNA324539
SRR3629834,M_esculenta_011,M_esculenta,Euphorbiaceae,stem,healthy, PRJNA324539
SRR3629851,M_esculenta_011,M_esculenta,Euphorbiaceae,stem,healthy, PRJNA324539
SRR3629867,M_esculenta_011,M_esculenta,Euphorbiaceae,stem,healthy, PRJNA324539
SRR5140222,M_esculenta_012,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA359998
SRR5140223,M_esculenta_013,M_esculenta,Euphorbiaceae,stem,healthy, PRJNA359998
SRR5140224,M_esculenta_014,M_esculenta,Euphorbiaceae,root,healthy, PRJNA359998
SRR5140225,M_esculenta_015,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA359998
SRR5140226,M_esculenta_016,M_esculenta,Euphorbiaceae,root,healthy, PRJNA359998
SRR5140227,M_esculenta_017,M_esculenta,Euphorbiaceae,root,healthy, PRJNA359998
SRR5140228,M_esculenta_018,M_esculenta,Euphorbiaceae,root,healthy, PRJNA359998
SRR5140229,M_esculenta_019,M_esculenta,Euphorbiaceae,stem,healthy, PRJNA359998
SRR5140230,M_esculenta_020,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA359998
SRR5140231,M_esculenta_021,M_esculenta,Euphorbiaceae,root,healthy, PRJNA359998
SRR5140232,M_esculenta_022,M_esculenta,Euphorbiaceae,root,healthy, PRJNA359998
SRR5140233,M_esculenta_023,M_esculenta,Euphorbiaceae,root,healthy, PRJNA359998
SRR5140234,M_esculenta_024,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA359998
SRR5140235,M_esculenta_025,M_esculenta,Euphorbiaceae,leaf,other, PRJNA359998
SRR5140236,M_esculenta_026,M_esculenta,Euphorbiaceae,leaf,other, PRJNA359998
SRR5140237,M_esculenta_027,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA359998
SRR5140238,M_esculenta_028,M_esculenta,Euphorbiaceae,leaf,other, PRJNA359998
SRR5140239,M_esculenta_029,M_esculenta,Euphorbiaceae,leaf,other, PRJNA359998
SRR5140240,M_esculenta_030,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA359998
SRR5140241,M_esculenta_031,M_esculenta,Euphorbiaceae,leaf,other, PRJNA359998
SRR5140242,M_esculenta_032,M_esculenta,Euphorbiaceae,leaf,other, PRJNA359998
SRR5140243,M_esculenta_033,M_esculenta,Euphorbiaceae,root,other, PRJNA359998
SRR5140244,M_esculenta_034,M_esculenta,Euphorbiaceae,root,other, PRJNA359998
SRR5140245,M_esculenta_035,M_esculenta,Euphorbiaceae,root,other, PRJNA359998
SRR13313987,M_esculenta_036,M_esculenta,Euphorbiaceae,leaf,other, PRJNA688032
SRR13313988,M_esculenta_036,M_esculenta,Euphorbiaceae,leaf,other, PRJNA688032
SRR13313989,M_esculenta_036,M_esculenta,Euphorbiaceae,leaf,other, PRJNA688032
SRR13313990,M_esculenta_037,M_esculenta,Euphorbiaceae,leaf,biotic, PRJNA688032
SRR13313991,M_esculenta_037,M_esculenta,Euphorbiaceae,leaf,biotic, PRJNA688032
SRR13313992,M_esculenta_037,M_esculenta,Euphorbiaceae,leaf,biotic, PRJNA688032
SRR13313993,M_esculenta_038,M_esculenta,Euphorbiaceae,leaf,biotic, PRJNA688032
SRR13313994,M_esculenta_038,M_esculenta,Euphorbiaceae,leaf,biotic, PRJNA688032
SRR13313995,M_esculenta_038,M_esculenta,Euphorbiaceae,leaf,biotic, PRJNA688032
SRR1594297,M_esculenta_039,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594324,M_esculenta_039,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594342,M_esculenta_039,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594298,M_esculenta_040,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594325,M_esculenta_040,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594343,M_esculenta_040,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594299,M_esculenta_041,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594326,M_esculenta_041,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594344,M_esculenta_041,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594300,M_esculenta_042,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594327,M_esculenta_042,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594345,M_esculenta_042,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594301,M_esculenta_043,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594328,M_esculenta_043,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594346,M_esculenta_043,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594302,M_esculenta_044,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594329,M_esculenta_044,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594347,M_esculenta_044,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594303,M_esculenta_045,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594330,M_esculenta_045,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594348,M_esculenta_045,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594304,M_esculenta_046,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594331,M_esculenta_046,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594349,M_esculenta_046,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594305,M_esculenta_047,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594332,M_esculenta_047,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594350,M_esculenta_047,M_esculenta,Euphorbiaceae,leaf,healthy, PRJNA262667
SRR1594306,M_esculenta_048,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1594315,M_esculenta_048,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1594333,M_esculenta_048,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1594307,M_esculenta_049,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1594316,M_esculenta_049,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1594334,M_esculenta_049,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1594308,M_esculenta_050,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1594317,M_esculenta_050,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1594335,M_esculenta_050,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1594309,M_esculenta_051,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1594318,M_esculenta_051,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1594336,M_esculenta_051,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1594310,M_esculenta_052,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1594319,M_esculenta_052,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1594337,M_esculenta_052,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1594311,M_esculenta_053,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1594320,M_esculenta_053,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1594338,M_esculenta_053,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1594312,M_esculenta_054,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1594321,M_esculenta_054,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1594339,M_esculenta_054,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1594313,M_esculenta_055,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1594322,M_esculenta_055,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1594340,M_esculenta_055,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1594314,M_esculenta_056,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1594323,M_esculenta_056,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1594341,M_esculenta_056,M_esculenta,Euphorbiaceae,leaf,light, PRJNA262667
SRR1027036,M_esculenta_057,M_esculenta,Euphorbiaceae,seedling,healthy,NA
SRR1027037,M_esculenta_058,M_esculenta,Euphorbiaceae,seedling,cold,NA
SRR1027038,M_esculenta_059,M_esculenta,Euphorbiaceae,seedling,cold,NA
SRR1027039,M_esculenta_060,M_esculenta,Euphorbiaceae,seedling,cold,NA
SRR4450254,M_polymorpha_001,M_polymorpha,Marchantiaceae,other,healthy,NA
SRR4450255,M_polymorpha_002,M_polymorpha,Marchantiaceae,other,healthy,NA
SRR4450256,M_polymorpha_003,M_polymorpha,Marchantiaceae,other,healthy,NA
SRR4450257,M_polymorpha_004,M_polymorpha,Marchantiaceae,other,healthy,NA
SRR4450258,M_polymorpha_006,M_polymorpha,Marchantiaceae,other,healthy,NA
SRR4450259,M_polymorpha_007,M_polymorpha,Marchantiaceae,other,healthy,NA
SRR4450260,M_polymorpha_008,M_polymorpha,Marchantiaceae,other,healthy,NA
SRR4450261,M_polymorpha_009,M_polymorpha,Marchantiaceae,other,healthy,NA
SRR4450262,M_polymorpha_010,M_polymorpha,Marchantiaceae,other,healthy,NA
SRR4450263,M_polymorpha_011,M_polymorpha,Marchantiaceae,other,healthy,NA
SRR4450264,M_polymorpha_012,M_polymorpha,Marchantiaceae,other,healthy,NA
SRR4450265,M_polymorpha_013,M_polymorpha,Marchantiaceae,other,healthy,NA
SRR4450266,M_polymorpha_014,M_polymorpha,Marchantiaceae,other,healthy,NA
SRR4450267,M_polymorpha_015,M_polymorpha,Marchantiaceae,other,healthy,NA
SRR4450268,M_polymorpha_016,M_polymorpha,Marchantiaceae,other,healthy,NA
SRR350520,M_truncatula_001,M_truncatula,Fabaceae,root,healthy, PRJNA80163
SRR350519,M_truncatula_002,M_truncatula,Fabaceae,flower,healthy, PRJNA80163
SRR349692,M_truncatula_003,M_truncatula,Fabaceae,flower,healthy, PRJNA80163
SRR350538,M_truncatula_004,M_truncatula,Fabaceae,flower,healthy, PRJNA80163
SRR350518,M_truncatula_005,M_truncatula,Fabaceae,leaf,healthy, PRJNA80163
SRR350521,M_truncatula_006,M_truncatula,Fabaceae,seed,healthy, PRJNA80163
SRR350517,M_truncatula_007,M_truncatula,Fabaceae,root,healthy, PRJNA80163
SRR299098,N_tabacum_013,N_tabacum,Solanaceae,leaf,other, PRJNA143809
SRR6471192,N_tabacum_014,N_tabacum,Solanaceae,leaf,healthy, PRJNA429497
SRR6471191,N_tabacum_014,N_tabacum,Solanaceae,leaf,healthy, PRJNA429497
SRR6471184,N_tabacum_014,N_tabacum,Solanaceae,leaf,healthy, PRJNA429497
SRR6471190,N_tabacum_015,N_tabacum,Solanaceae,leaf,healthy, PRJNA429497
SRR6471189,N_tabacum_015,N_tabacum,Solanaceae,leaf,healthy, PRJNA429497
SRR6471187,N_tabacum_015,N_tabacum,Solanaceae,leaf,healthy, PRJNA429497
SRR6471188,N_tabacum_016,N_tabacum,Solanaceae,leaf,healthy, PRJNA429497
SRR6471186,N_tabacum_016,N_tabacum,Solanaceae,leaf,healthy, PRJNA429497
SRR6471185,N_tabacum_016,N_tabacum,Solanaceae,leaf,healthy, PRJNA429497
SRR6471183,N_tabacum_017,N_tabacum,Solanaceae,leaf,cold, PRJNA429497
SRR6471181,N_tabacum_017,N_tabacum,Solanaceae,leaf,cold, PRJNA429497
SRR6471180,N_tabacum_017,N_tabacum,Solanaceae,leaf,cold, PRJNA429497
SRR6471182,N_tabacum_018,N_tabacum,Solanaceae,leaf,cold, PRJNA429497
SRR6471179,N_tabacum_018,N_tabacum,Solanaceae,leaf,cold, PRJNA429497
SRR6471178,N_tabacum_018,N_tabacum,Solanaceae,leaf,cold, PRJNA429497
SRR5205593,N_tabacum_019,N_tabacum,Solanaceae,leaf,cold, PRJNA368913
SRR5205592,N_tabacum_019,N_tabacum,Solanaceae,leaf,cold, PRJNA368913
SRR5205591,N_tabacum_020,N_tabacum,Solanaceae,leaf,healthy, PRJNA368913
SRR5205590,N_tabacum_020,N_tabacum,Solanaceae,leaf,healthy, PRJNA368913
SRR5205597,N_tabacum_021,N_tabacum,Solanaceae,leaf,cold, PRJNA368913
SRR5205596,N_tabacum_021,N_tabacum,Solanaceae,leaf,cold, PRJNA368913
SRR5205595,N_tabacum_022,N_tabacum,Solanaceae,leaf,healthy, PRJNA368913
SRR5205594,N_tabacum_022,N_tabacum,Solanaceae,leaf,healthy, PRJNA368913
SRR955772,N_tabacum_023,N_tabacum,Solanaceae,leaf,healthy, PRJNA208210
SRR955773,N_tabacum_023,N_tabacum,Solanaceae,leaf,healthy, PRJNA208210
SRR955774,N_tabacum_023,N_tabacum,Solanaceae,leaf,healthy, PRJNA208210
SRR955776,N_tabacum_024,N_tabacum,Solanaceae,root,healthy, PRJNA208210
SRR955777,N_tabacum_024,N_tabacum,Solanaceae,root,healthy, PRJNA208210
SRR955778,N_tabacum_024,N_tabacum,Solanaceae,root,healthy, PRJNA208210
SRR955761,N_tabacum_025,N_tabacum,Solanaceae,leaf,healthy, PRJNA208209
SRR955762,N_tabacum_025,N_tabacum,Solanaceae,leaf,healthy, PRJNA208209
SRR955763,N_tabacum_025,N_tabacum,Solanaceae,leaf,healthy, PRJNA208209
SRR955765,N_tabacum_026,N_tabacum,Solanaceae,root,healthy, PRJNA208209
SRR955766,N_tabacum_026,N_tabacum,Solanaceae,root,healthy, PRJNA208209
SRR955767,N_tabacum_026,N_tabacum,Solanaceae,root,healthy, PRJNA208209
SRR1199063,N_tabacum_027,N_tabacum,Solanaceae,fruit,healthy, PRJNA208209
SRR1199066,N_tabacum_027,N_tabacum,Solanaceae,fruit,healthy, PRJNA208209
SRR1199068,N_tabacum_027,N_tabacum,Solanaceae,fruit,healthy, PRJNA208209
SRR1199069,N_tabacum_028,N_tabacum,Solanaceae,flower,healthy, PRJNA208209
SRR1199070,N_tabacum_028,N_tabacum,Solanaceae,flower,healthy, PRJNA208209
SRR1199071,N_tabacum_028,N_tabacum,Solanaceae,flower,healthy, PRJNA208209
SRR1199072,N_tabacum_029,N_tabacum,Solanaceae,leaf,healthy, PRJNA208209
SRR1199073,N_tabacum_029,N_tabacum,Solanaceae,leaf,healthy, PRJNA208209
SRR1199074,N_tabacum_029,N_tabacum,Solanaceae,leaf,healthy, PRJNA208209
SRR1199121,N_tabacum_030,N_tabacum,Solanaceae,root,healthy, PRJNA208209
SRR1199122,N_tabacum_030,N_tabacum,Solanaceae,root,healthy, PRJNA208209
SRR1199123,N_tabacum_030,N_tabacum,Solanaceae,root,healthy, PRJNA208209
SRR1199124,N_tabacum_031,N_tabacum,Solanaceae,flower,healthy, PRJNA208209
SRR1199125,N_tabacum_031,N_tabacum,Solanaceae,flower,healthy, PRJNA208209
SRR1199127,N_tabacum_032,N_tabacum,Solanaceae,leaf,healthy, PRJNA208209
SRR1199128,N_tabacum_032,N_tabacum,Solanaceae,leaf,healthy, PRJNA208209
SRR1199129,N_tabacum_032,N_tabacum,Solanaceae,leaf,healthy, PRJNA208209
SRR1199130,N_tabacum_033,N_tabacum,Solanaceae,stem,healthy, PRJNA208209
SRR1199132,N_tabacum_033,N_tabacum,Solanaceae,stem,healthy, PRJNA208209
SRR1199135,N_tabacum_033,N_tabacum,Solanaceae,stem,healthy, PRJNA208209
SRR1199197,N_tabacum_034,N_tabacum,Solanaceae,flower,healthy, PRJNA208209
SRR1199198,N_tabacum_034,N_tabacum,Solanaceae,flower,healthy, PRJNA208209
SRR1199199,N_tabacum_034,N_tabacum,Solanaceae,flower,healthy, PRJNA208209
SRR1199200,N_tabacum_035,N_tabacum,Solanaceae,leaf,healthy, PRJNA208209
SRR1199202,N_tabacum_035,N_tabacum,Solanaceae,leaf,healthy, PRJNA208209
SRR1199203,N_tabacum_035,N_tabacum,Solanaceae,leaf,healthy, PRJNA208209
SRR4473639,O_europaea_001,O_europaea,Oleaceae,leaf,healthy, PRJNA350601
SRR4473641,O_europaea_002,O_europaea,Oleaceae,fruit,healthy, PRJNA350601
SRR4473642,O_europaea_003,O_europaea,Oleaceae,stem,healthy, PRJNA350601
SRR4473643,O_europaea_004,O_europaea,Oleaceae,stem,healthy, PRJNA350601
SRR4473644,O_europaea_005,O_europaea,Oleaceae,leaf,healthy, PRJNA350601
SRR4473645,O_europaea_006,O_europaea,Oleaceae,fruit,healthy, PRJNA350601
SRR4473646,O_europaea_007,O_europaea,Oleaceae,stem,healthy, PRJNA350601
ERR266227,O_sativa_001,O_sativa,Poaceae,leaf,salt, PRJEB1856
ERR266224,O_sativa_001,O_sativa,Poaceae,leaf,salt, PRJEB1856
ERR266221,O_sativa_001,O_sativa,Poaceae,leaf,salt, PRJEB1856
SRR1761528,O_sativa_001,O_sativa,Poaceae,leaf,drought,NA
SRR1761529,O_sativa_001,O_sativa,Poaceae,leaf,drought,NA
ERR266222,O_sativa_002,O_sativa,Poaceae,leaf,healthy, PRJEB1856
SRR1761530,O_sativa_002,O_sativa,Poaceae,leaf,healthy,NA
SRR1761531,O_sativa_002,O_sativa,Poaceae,leaf,healthy,NA
ERR266225,O_sativa_003,O_sativa,Poaceae,leaf,healthy, PRJEB1856
ERR266234,O_sativa_003,O_sativa,Poaceae,leaf,healthy, PRJEB1856
ERR266232,O_sativa_003,O_sativa,Poaceae,leaf,healthy, PRJEB1856
SRR352184,O_sativa_003,O_sativa,Poaceae,leaf,healthy,NA
SRR352211,O_sativa_003,O_sativa,Poaceae,leaf,healthy,NA
ERR266238,O_sativa_004,O_sativa,Poaceae,leaf,salt, PRJEB1856
ERR266226,O_sativa_004,O_sativa,Poaceae,leaf,salt, PRJEB1856
ERR266231,O_sativa_004,O_sativa,Poaceae,leaf,salt, PRJEB1856
SRR352187,O_sativa_004,O_sativa,Poaceae,flower,healthy,NA
ERR266233,O_sativa_005,O_sativa,Poaceae,leaf,healthy, PRJEB1856
ERR266230,O_sativa_005,O_sativa,Poaceae,leaf,healthy, PRJEB1856
SRR352189,O_sativa_005,O_sativa,Poaceae,flower,healthy,NA
ERR266237,O_sativa_006,O_sativa,Poaceae,leaf,salt, PRJEB1856
ERR266236,O_sativa_006,O_sativa,Poaceae,leaf,salt, PRJEB1856
ERR266235,O_sativa_006,O_sativa,Poaceae,leaf,salt, PRJEB1856
SRR352190,O_sativa_006,O_sativa,Poaceae,flower,healthy,NA
SRR352192,O_sativa_007,O_sativa,Poaceae,flower,healthy,NA
SRR352194,O_sativa_008,O_sativa,Poaceae,seed,healthy,NA
SRR352204,O_sativa_009,O_sativa,Poaceae,seed,healthy,NA
SRR352206,O_sativa_010,O_sativa,Poaceae,seed,healthy,NA
SRR352209,O_sativa_010,O_sativa,Poaceae,seed,healthy,NA
SRR352207,O_sativa_011,O_sativa,Poaceae,seed,healthy,NA
ERR348354,O_sativa_101,O_sativa,Poaceae,other,healthy, PRJEB4671
ERR348358,O_sativa_101,O_sativa,Poaceae,other,healthy, PRJEB4671
ERR348361,O_sativa_101,O_sativa,Poaceae,other,healthy, PRJEB4671
ERR348348,O_sativa_102,O_sativa,Poaceae,other,healthy, PRJEB4671
ERR348362,O_sativa_102,O_sativa,Poaceae,other,healthy, PRJEB4671
ERR348375,O_sativa_102,O_sativa,Poaceae,other,healthy, PRJEB4671
ERR348351,O_sativa_103,O_sativa,Poaceae,other,healthy, PRJEB4671
ERR348368,O_sativa_103,O_sativa,Poaceae,other,healthy, PRJEB4671
ERR348371,O_sativa_103,O_sativa,Poaceae,other,healthy, PRJEB4671
ERR348374,O_sativa_104,O_sativa,Poaceae,other,healthy, PRJEB4671
ERR348376,O_sativa_104,O_sativa,Poaceae,other,healthy, PRJEB4671
ERR348347,O_sativa_105,O_sativa,Poaceae,other,healthy, PRJEB4671
ERR348349,O_sativa_105,O_sativa,Poaceae,other,healthy, PRJEB4671
ERR348367,O_sativa_105,O_sativa,Poaceae,other,healthy, PRJEB4671
ERR348359,O_sativa_106,O_sativa,Poaceae,other,salt, PRJEB4671
ERR348360,O_sativa_106,O_sativa,Poaceae,other,salt, PRJEB4671
ERR348363,O_sativa_106,O_sativa,Poaceae,other,salt, PRJEB4671
ERR348352,O_sativa_107,O_sativa,Poaceae,other,salt, PRJEB4671
ERR348370,O_sativa_107,O_sativa,Poaceae,other,salt, PRJEB4671
ERR348372,O_sativa_107,O_sativa,Poaceae,other,salt, PRJEB4671
ERR348350,O_sativa_108,O_sativa,Poaceae,other,salt, PRJEB4671
ERR348356,O_sativa_108,O_sativa,Poaceae,other,salt, PRJEB4671
ERR348357,O_sativa_108,O_sativa,Poaceae,other,salt, PRJEB4671
ERR348364,O_sativa_109,O_sativa,Poaceae,other,salt, PRJEB4671
ERR348365,O_sativa_109,O_sativa,Poaceae,other,salt, PRJEB4671
ERR348373,O_sativa_109,O_sativa,Poaceae,other,salt, PRJEB4671
ERR348353,O_sativa_110,O_sativa,Poaceae,other,salt, PRJEB4671
ERR348366,O_sativa_110,O_sativa,Poaceae,other,salt, PRJEB4671
ERR348369,O_sativa_110,O_sativa,Poaceae,other,salt, PRJEB4671
ERR2061590,O_sativa_201,O_sativa,Poaceae,leaf,healthy, PRJEB22031
ERR2061591,O_sativa_201,O_sativa,Poaceae,leaf,healthy, PRJEB22031
ERR2061592,O_sativa_201,O_sativa,Poaceae,leaf,healthy, PRJEB22031
ERR2061593,O_sativa_202,O_sativa,Poaceae,leaf,cold, PRJEB22031
ERR2061594,O_sativa_202,O_sativa,Poaceae,leaf,cold, PRJEB22031
ERR2061595,O_sativa_202,O_sativa,Poaceae,leaf,cold, PRJEB22031
ERR2061596,O_sativa_203,O_sativa,Poaceae,leaf,cold, PRJEB22031
ERR2061597,O_sativa_203,O_sativa,Poaceae,leaf,cold, PRJEB22031
ERR2061598,O_sativa_203,O_sativa,Poaceae,leaf,cold, PRJEB22031
ERR2061599,O_sativa_204,O_sativa,Poaceae,leaf,salt, PRJEB22031
ERR2061600,O_sativa_204,O_sativa,Poaceae,leaf,salt, PRJEB22031
ERR2061601,O_sativa_204,O_sativa,Poaceae,leaf,salt, PRJEB22031
ERR2061602,O_sativa_205,O_sativa,Poaceae,leaf,cold, PRJEB22031
ERR2061603,O_sativa_205,O_sativa,Poaceae,leaf,cold, PRJEB22031
ERR2061604,O_sativa_205,O_sativa,Poaceae,leaf,cold, PRJEB22031
ERR2061605,O_sativa_206,O_sativa,Poaceae,leaf,cold, PRJEB22031
ERR2061606,O_sativa_206,O_sativa,Poaceae,leaf,cold, PRJEB22031
ERR2061607,O_sativa_206,O_sativa,Poaceae,leaf,cold, PRJEB22031
SRR10737336,O_sativa_301,O_sativa,Poaceae,leaf,healthy, PRJNA596579
